"","day","nee","le","h"
"325",2018-01-22,-0.676178781391513,10.4387518335618,-67.7046016846792
"326",2018-01-23,38.6551841815274,-32.1565613298399,-1244.52625265553
"327",2018-01-24,23.3440214736109,107.631244767915,-1450.94364630235
"328",2018-01-25,0.206094457506,240.702621829515,1643.21993762687
"329",2018-01-26,6.08527110532976,317.197853657883,2031.67909204213
"330",2018-01-27,25.9009977651673,547.95326756848,829.232176777813
"331",2018-01-28,68.8391393268112,-276.746842693073,-469.301136412434
"332",2018-01-29,34.2226871433517,285.251955701185,555.26284899624
"333",2018-01-30,24.9812410279743,474.975534178354,2045.23877454849
"334",2018-01-31,22.2557513901601,632.103962949945,1815.92975724511
"335",2018-02-01,35.8247411810945,483.418615668157,-709.01608225985
"336",2018-02-02,34.7731930799928,405.269148199997,2479.1484770068
"337",2018-02-03,10.8566369422581,463.430525154691,2486.39022799614
"338",2018-02-04,34.7756431060152,400.259448932092,-166.844210309561
"339",2018-02-05,22.0691848817897,900.272850869734,1909.3668590455
"340",2018-02-06,24.7167983447267,168.582345869804,519.828268375208
"341",2018-02-07,28.2926629573422,71.9346642572712,446.796045766783
"342",2018-02-08,12.1752184432706,11.2838566786598,1609.72120595356
"343",2018-02-09,0,0,1363.21750447719
"344",2018-02-10,0,0,-1113.472486871
"345",2018-02-11,0,0,1139.46778195303
"346",2018-02-12,87.2699746160422,613.674627148073,317.034373440761
"347",2018-02-13,-65.8098314389245,847.191513965294,1930.47445165203
"348",2018-02-14,17.7484592577084,309.388881144708,1022.47473384236
"349",2018-02-15,-77.7481005682171,1071.69957264177,1343.69424769574
"350",2018-02-16,85.1415291026948,45.0774060510798,-1183.0880503189
"351",2018-02-17,38.2313627826326,470.808467464272,875.644554575308
"352",2018-02-18,9.82511429698478,1078.86024628036,1010.18243569459
"353",2018-02-19,31.6063046063188,687.136408312595,1098.99559374835
"354",2018-02-20,45.6406331450712,921.614134428261,1907.27555801933
"355",2018-02-21,79.5507070688326,175.409062476739,976.612874603118
"356",2018-02-22,88.350203307775,-251.882168074323,82.914832787924
"357",2018-02-23,12.0884130515344,209.622327085054,915.097834593718
"358",2018-02-24,17.0669403337403,1.55538759206669,-47.9074790320717
"359",2018-02-25,61.390989237248,-349.829343923213,158.983721586714
"360",2018-02-26,-22.8227735139456,566.424234804156,287.006901880323
"361",2018-02-27,-42.3196841206665,1141.29399307334,3833.10476956584
"362",2018-02-28,-0.205515564548992,942.996421286329,511.964781870257
"363",2018-03-01,23.0063519539469,455.092145161625,325.423043328613
"364",2018-03-02,0.284798757935046,9.53494175532665,-37.6876561122479
"365",2018-03-03,22.9774121368417,670.259807541154,3159.20867545302
"366",2018-03-04,6.92320230195464,761.342614790151,2582.99340512085
"367",2018-03-05,24.1881729740316,789.381548019534,2934.76770310285
"368",2018-03-06,-6.18054047528867,619.030224171594,712.985598273174
"369",2018-03-07,10.9433450487166,412.8774111355,1778.70760497696
"370",2018-03-08,21.0297866821884,462.779782327805,2072.39900222675
"371",2018-03-09,24.9249983702474,651.230589301341,3249.88185867007
"372",2018-03-10,21.7975304154447,493.444727231143,4343.24874020553
"373",2018-03-11,11.3307383480727,560.148210356269,4109.60306749329
"374",2018-03-12,-2.06743180858558,288.257602196896,1893.15509702871
"375",2018-03-13,26.1164361524534,278.133413162882,2077.43865490638
"376",2018-03-14,21.1421951842644,366.224643641175,2886.87373915198
"377",2018-03-15,4.73665261177713,702.08122592327,2294.41723798946
"378",2018-03-16,11.3233578599308,540.132532395528,3721.59266625237
"379",2018-03-17,-23.9920333292459,245.930476079934,804.411635200114
"380",2018-03-18,-3.29342028138819,650.869200696651,4224.44930669345
"381",2018-03-19,-3.73973080467661,609.124248472572,3313.68459352624
"382",2018-03-20,24.698942846202,43.1564018325744,-293.264385907929
"383",2018-03-21,4.98999025316277,-103.228738638578,168.754465553263
"384",2018-03-22,25.4828792428822,1340.61895700025,485.801312454198
"385",2018-03-23,19.6288098806736,1269.00417239182,2172.90624661861
"386",2018-03-24,16.0334628225637,859.651561809934,3529.4534958971
"387",2018-03-25,24.3623146407723,699.932906958969,4439.81854344889
"388",2018-03-26,25.9000836037153,1270.22902719776,4131.24651469991
"389",2018-03-27,35.8202217392371,91.644352455016,-221.754725575572
"390",2018-03-28,23.8076200107843,201.22622593028,458.754699645408
"391",2018-03-29,74.1301600495756,1011.16243704264,1794.44297377422
"392",2018-03-30,66.4274048214214,697.213487177584,-428.601815758691
"393",2018-03-31,28.6809739358834,2024.6096983348,4302.44301488623
"394",2018-04-01,20.8591800289945,1117.72165455472,1489.17228849346
"395",2018-04-02,22.7215544397007,243.657133009823,1279.97414432183
"396",2018-04-03,42.8023905040972,615.695719848153,1490.21555334769
"397",2018-04-04,-25.5158316083744,1111.11851100489,2810.48175982977
"398",2018-04-05,19.7323564660949,1457.53141056669,3725.13176201175
"399",2018-04-06,4.93022519421343,1579.30132631729,3178.23829403826
"400",2018-04-07,45.1368978955359,755.216087139509,840.236176762136
"401",2018-04-08,37.4057157175909,1103.40231088571,4682.47774520785
"402",2018-04-09,27.6655820606182,150.378521386649,973.674906414396
"403",2018-04-10,0,0,5245.54215407794
"404",2018-04-11,0,0,3338.1941043523
"405",2018-04-12,0,0,73.7205243985429
"406",2018-04-13,0,0,0
"407",2018-04-14,0,0,0
"408",2018-04-15,0,0,0
"409",2018-04-16,0,0,0
"410",2018-04-17,0,0,0
"411",2018-04-18,0,0,0
"412",2018-04-19,0,0,0
"413",2018-04-20,0,0,0
"414",2018-04-21,0,0,0
"415",2018-04-22,0,0,-42.137445190491
"416",2018-04-23,0,0,2821.95784093269
"417",2018-04-24,0,0,0
"418",2018-04-25,0,0,0
"419",2018-04-26,0,0,0
"420",2018-04-27,0,0,0
"421",2018-04-28,0,0,0
"422",2018-04-29,0,0,0
"423",2018-04-30,0,0,0
"424",2018-05-01,0,0,0
"425",2018-05-02,0,0,0
"426",2018-05-03,0,0,0
"427",2018-05-04,0,0,0
"428",2018-05-05,0,0,0
"429",2018-05-06,0,0,0
"430",2018-05-07,0,0,0
"431",2018-05-08,0,0,0
"432",2018-05-09,0,1393.18514007731,2844.30517579776
"433",2018-05-10,274.043627381657,283.738320737847,-1191.9169601363
"434",2018-05-11,465.220294337888,45.650616052471,2270.77944770086
"435",2018-05-13,563.032472856895,-103.924261937698,1109.06290888311
"436",2018-05-15,36.6613392550634,-66.7384126962687,250.040781107901
"437",2018-05-16,0,120.171925096063,-40.1807116644633
"438",2018-05-17,-3.45096062780507,209.408625129956,-1711.66993856514
"439",2018-05-18,0,-414.054457528231,-44.0094288232954
"440",2018-05-19,82.9126127308281,842.560607175651,1486.91068703411
"441",2018-05-20,3.216148347495,77.1708345255138,1312.44768370839
"442",2018-05-21,0,40.0729912226833,2138.16502511905
"443",2018-05-22,0,345.299661623911,608.717168726542
"444",2018-05-23,0,219.086296873514,1186.33104646637
"445",2018-05-24,-448.814968628958,440.228377186609,2341.06577644249
"446",2018-05-25,23.9414668088537,599.957431845882,1483.02756120898
"447",2018-05-26,0,25.24101288489,2.92287915802248
"448",2018-05-27,0,0,0
"449",2018-05-28,0,535.465967323415,1356.86179192547
"450",2018-05-30,0,0,0
"451",2018-05-31,0,0,0
"452",2018-06-01,0,0,0
"453",2018-06-02,0,0,315.274907931472
"454",2018-06-03,0,0,789.31006588912
"455",2018-06-04,0,0,1526.19723956626
"456",2018-06-05,0,0,-395.022412087068
"457",2018-06-06,0,0,2587.77369334899
"458",2018-06-07,0,0,2816.53742650941
"459",2018-06-08,0,0,1002.88904177561
"460",2018-06-09,0,0,1464.17875226468
"461",2018-06-10,0,0,754.957089809021
"462",2018-06-11,0,0,42.4846222887276
"463",2018-06-12,0,0,3203.99265928595
"464",2018-06-13,0,0,-60.1181316291957
"465",2018-06-14,0,0,557.775430410829
"466",2018-06-15,0,0,849.284095021693
"467",2018-06-16,0,0,1415.52975392795
"468",2018-06-17,0,0,611.646973331718
"469",2018-06-18,0,0,863.428872926664
"470",2018-06-19,0,0,-339.453355403565
"471",2018-06-20,0,0,468.83465481454
"472",2018-06-21,0,0,888.628894202704
"473",2018-06-22,0,0,-370.428173952059
"474",2018-06-23,0,0,1956.06613387308
"475",2018-06-24,0,0,695.515630468528
"476",2018-06-25,0,0,1227.56053135442
"477",2018-06-26,0,0,1140.66014809467
"478",2018-06-27,0,0,-628.463710935365
"479",2018-06-28,0,0,486.971588389103
"480",2018-06-29,0,0,1447.15884042276
"481",2018-06-30,0,0,1101.62063973206
"482",2018-07-01,0,0,959.36881648165
"483",2018-07-02,0,0,692.738950790091
"484",2018-07-03,0,0,1661.51676699373
"485",2018-07-04,0,0,1084.16460806926
"486",2018-07-05,0,0,1302.54703738858
"487",2018-07-06,0,0,-101.517772993141
"488",2018-07-07,0,0,1664.22641326538
"489",2018-07-08,0,0,2593.93031207173
"490",2018-07-09,0,0,2320.23821444515
"491",2018-07-10,0,0,859.098827895923
"492",2018-07-11,0,0,1077.25248735675
"493",2018-07-12,0,0,1882.63140027835
"494",2018-07-13,0,0,1590.6874850606
"495",2018-07-14,0,0,-58.5965876835092
"496",2018-07-15,0,0,104.251384941196
"497",2018-07-16,0,0,939.634954922721
"498",2018-07-17,0,0,609.087921507232
"499",2018-07-18,0,0,824.017092877995
"500",2018-07-19,0,0,1764.1597719847
"501",2018-07-20,0,0,973.804527658758
"502",2018-07-21,0,0,-459.504212341337
"503",2018-07-22,0,0,1035.13518188373
"504",2018-07-23,0,0,-139.358827122489
"505",2018-07-24,0,0,-230.202112829811
"506",2018-07-25,0,0,802.844928034038
"507",2018-07-26,0,0,1175.88518882666
"508",2018-07-27,0,0,886.130795471655
"509",2018-07-28,0,0,1029.25780789105
"510",2018-07-29,0,0,1545.12009522186
"511",2018-07-30,0,0,486.292788135827
"512",2018-07-31,-139.176094740394,829.721010819752,709.993156626595
"513",2018-08-01,-159.16625232072,3430.3363166594,176.178827338496
"514",2018-08-02,-69.8571519797059,993.925493319667,796.458337766901
"515",2018-08-03,-157.003830518996,883.306112752479,311.12356691019
"516",2018-08-04,-267.195816462407,5002.33436126116,1241.0147744381
"517",2018-08-05,-233.148474571989,3402.68336702813,839.557379430666
"518",2018-08-06,-184.681241282024,4014.91152136743,803.02442939708
"519",2018-08-07,-303.699305047978,3258.36815381218,634.051468802738
"520",2018-08-08,-278.22878357747,3952.43675095598,733.709875411575
"521",2018-08-09,-143.012419524568,5153.79251596283,270.415749064599
"522",2018-08-10,-280.127951425711,5040.86407143705,725.328432394845
"523",2018-08-11,-109.44701641203,3873.58337867314,1099.71392170939
"524",2018-08-12,-102.140968806367,1494.53295334788,885.893541803404
"525",2018-08-13,-107.470804207808,1343.36717647752,799.789755222378
"526",2018-08-14,-142.395115374145,3503.21171316746,226.718443359252
"527",2018-08-15,-167.43588938629,4494.16343024273,361.213916128538
"528",2018-08-16,84.8168075744093,5029.72129060563,688.311415581366
"529",2018-08-17,-420.837540890275,2958.54447275757,-42.1844836857805
"530",2018-08-18,-215.098408194524,1832.75767298073,-223.186965743623
"531",2018-08-19,-128.504460428087,3807.40848607779,664.596592736674
"532",2018-08-20,-92.984890657698,1381.88598551854,418.971394707907
"533",2018-08-21,-278.664251868751,3100.86604566417,810.278538095435
"534",2018-08-22,-161.982732320636,4061.20268520584,-242.9058840504
"535",2018-08-23,-108.292723633705,5443.9573089397,477.044819567371
"536",2018-08-24,-222.837322517913,5284.46282994292,1450.91170412043
"537",2018-08-25,-306.394493933678,4621.37511222027,1053.24972730916
"538",2018-08-26,-254.923637007835,3732.9648945992,345.598576609338
"539",2018-08-27,-273.000557520308,3849.36688411437,546.917826735434
"540",2018-08-28,-202.966924671817,5051.95135416493,658.168610837426
"541",2018-08-29,-224.116521636647,4883.40300551095,398.040741063124
"542",2018-08-30,8.14535536488179,4168.54247542204,864.638181848793
"543",2018-08-31,-114.237841103504,4158.11048420963,1144.61374408594
"544",2018-09-01,-44.4005728489813,2301.69101351365,820.409898212914
"545",2018-09-02,-148.545313149324,4085.72966689049,1165.82757249153
"546",2018-09-03,-65.7088983543319,5063.35051532052,1101.23308132841
"547",2018-09-04,-124.605754831523,4594.45822420148,1214.6715176501
"548",2018-09-05,-140.184556686525,5274.08024336062,812.971729515102
"549",2018-09-06,-69.0983384929646,4843.28890914994,574.481857601598
"550",2018-09-07,-96.0171645018221,2468.73532438139,777.032917849124
"551",2018-09-08,138.434055218637,84.8526485007384,-197.849068523619
"552",2018-09-09,97.29313758887,45.9710375350791,-267.649149953393
"553",2018-09-10,-25.6250196230888,-82.2370894139967,232.941322355263
"554",2018-09-11,-16.2879843614929,488.732910557542,222.524048098741
"555",2018-09-12,-6.45857520162825,594.637215130595,459.346783311073
"556",2018-09-13,8.37357034371298,983.417083034611,230.649079301376
"557",2018-09-14,51.9739282597014,426.713799665271,-24.4581252651669
"558",2018-09-15,-22.7767314595033,1051.5927558944,295.238561779401
"559",2018-09-16,-55.8191893401212,994.028200544361,261.48031472617
"560",2018-09-17,-10.5878634861201,513.088106007368,-571.849997210453
"561",2018-09-18,-16.691023845303,2826.276965508,-688.888584967024
"562",2018-09-19,-104.609380470923,2898.81672486601,558.000315970908
"563",2018-09-20,-70.3383888828933,3061.15441072022,980.348580409851
"564",2018-09-21,-42.67803592047,2999.35418455439,818.225604734216
"565",2018-09-22,43.3339714802523,1466.89936443695,-937.984716791822
"566",2018-09-23,81.4827619021358,-62.7735152305549,-853.395970122367
"567",2018-09-24,61.7598994011423,97.5435517477646,-581.847656222147
"568",2018-09-25,-88.5931513581287,774.807466102581,84.8243108595526
"569",2018-09-26,-122.457671090015,884.057489155438,-125.256847745082
"570",2018-09-27,72.8124935846156,61.9422717003467,128.004979933255
"571",2018-09-28,-23.2458312722771,729.929881058113,1756.88407158214
"572",2018-09-29,0,0,915.627469474572
"573",2018-09-30,0,0,1117.23323417195
"574",2018-10-01,0,0,802.148790488713
"575",2018-10-02,0,0,-227.022750422988
"576",2018-10-03,0,0,229.164712698829
"577",2018-10-04,0,0,319.030133650399
"578",2018-10-05,0,0,592.924004904056
"579",2018-10-06,0,0,1727.57046368777
"580",2018-10-07,0,0,1087.30296373019
"581",2018-10-08,0,0,886.173593493917
"582",2018-10-09,0,0,-78.1114101388058
"583",2018-10-10,0,0,-164.280922958365
"584",2018-10-11,0,0,-238.749953476519
"585",2018-10-12,0,0,-140.855553208652
"586",2018-10-13,0,0,827.366581672659
"587",2018-10-14,0,0,-12.1781008097316
"588",2018-10-15,0,0,0
"589",2018-10-16,0,0,1308.1915802059
"590",2018-10-17,0,0,323.07022762825
"591",2018-10-18,0,0,253.885935047582
"592",2018-10-19,0,0,1493.73079509025
"593",2018-10-20,0,0,-478.270488150511
"594",2018-10-21,0,0,-507.058045424416
"595",2018-10-22,0,0,1822.69674162012
"596",2018-10-23,0,0,361.232928658338
"597",2018-10-24,0,0,-239.247405061039
"598",2018-10-25,0,0,856.071091192907
"599",2018-10-26,0,0,-272.427660741177
"600",2018-10-27,0,0,-36.7863925521814
"601",2018-10-28,0,0,102.47391628751
"602",2018-10-29,0,0,-1243.91647784514
"603",2018-10-30,0,0,857.279972113241
"604",2018-10-31,0,0,390.544052315832
"605",2018-11-01,0,0,-461.735122793192
"606",2018-11-02,0,0,-1417.72373411477
"607",2018-11-03,0,0,342.3550598914
"608",2018-11-04,0,0,0
"609",2018-11-05,0,0,0.218348714998655
"610",2018-11-06,0,0,-904.825059628544
"611",2018-11-07,-40.4586864438899,102.771573399209,-1278.09208516111
"612",2018-11-08,-10.6469799398293,1218.65694547229,847.32823637226
"613",2018-11-09,38.0106873210694,39.5912945672283,-850.073645190906
"614",2018-11-10,-0.485688086784201,1628.90125718009,1174.63617635631
"615",2018-11-11,18.8304651998229,655.858381379181,2159.39040633973
"616",2018-11-12,-21.1921193121615,519.403458717412,696.486455935823
"617",2018-11-13,37.4159592642016,255.645330524637,51.7380550528315
"618",2018-11-14,0.622440404934175,835.162083758333,889.723134136518
"619",2018-11-16,-18.8432785168014,933.390861815616,411.168549921439
"620",2018-11-17,-6.37503182338852,384.406725616791,806.396960567769
"621",2018-11-18,-29.869726624812,308.598236727019,1153.62884988644
"622",2018-11-19,-26.2190411316247,559.319398373599,1271.34358282079
"623",2018-11-20,12.7645973443526,430.980743958881,477.940159409547
"624",2018-11-21,8.94452152541691,623.039955432845,1090.18722612532
"625",2018-11-22,25.4199722446998,710.984057772302,976.769913781907
"626",2018-11-23,16.0020897934797,853.892557971608,2136.24049272552
"627",2018-11-24,52.774287621828,-38.159044162575,-200.285680591572
"628",2018-11-25,-45.7192374906433,708.890504471035,1080.61291802579
"629",2018-11-26,3.30206549310674,154.499703285214,-586.602483605598
"630",2018-11-27,21.00339746713,823.323977204729,-292.101577016496
"631",2018-11-28,16.6663188874382,750.53601634139,1756.37841463074
"632",2018-11-29,27.0611496683707,328.021652992795,893.719063609145
"633",2018-11-30,29.5510922593587,483.139836432181,454.041556236251
"634",2018-12-01,-2.78926216167692,-52.4436206796584,72.4361963614464
"635",2018-12-02,-0.537424218900725,0.082817564678357,14.2641519401201
"636",2018-12-03,0,0,0
"637",2018-12-04,-9.09262404834047,323.043949513252,-184.04094043077
"638",2018-12-05,14.5537095353474,134.974205027438,964.741876828637
"639",2018-12-06,41.0756337771699,399.961407813994,697.463631400589
"640",2018-12-07,15.7762621085198,322.932207610715,674.129863109074
"641",2018-12-08,6.23094263978684,-21.4165126368409,-2.82808351987998
"642",2018-12-09,0,0,0
"643",2018-12-10,0,-0.627418549576584,-5.60126302660773
"644",2018-12-11,0,0,0
"645",2018-12-12,0,0,0
"646",2018-12-14,0,-6.44685932598556,28.8371179376378
"647",2018-12-15,47.8635126533185,-71.0471991462086,376.916590703856
"648",2018-12-16,8.43419922688355,1.89512189652156,315.14851737632
"649",2018-12-17,0,0,0
"650",2018-12-18,0,0,0
"651",2018-12-19,0,-1.53865397198421,-8.33597940614933
"652",2018-12-20,0,-5.46655214652337,-54.683725296309
"653",2018-12-21,0,-60.2845118765731,-107.453892079336
"654",2018-12-22,0,-82.0085012151489,-290.769568170149
"655",2018-12-23,0,1.40624266762121,3.48367232331662
"656",2018-12-24,0,1.74396637323891,39.4127335431173
"657",2018-12-25,0,0,0
"658",2018-12-26,0,-11.4306963191482,-17.9123701896006
"659",2018-12-27,0,-7.17010700108811,-9.42169322515427
"660",2018-12-28,0,-32.8220126498582,2.61802731666419
"661",2018-12-29,0,-38.0642231970247,-21.7333522198861
"662",2018-12-30,0,0,0
"663",2018-12-31,0,-6.02540441783138,-6.6622606446624
"664",2019-01-01,0,1011.53436579367,-235.081681439764
"665",2019-01-02,0,-3.74128693943497,3.91650245071462
"666",2019-01-03,0,-6.64237407093541,-0.256286114263331
"667",2019-01-04,0,-39.2503977794123,-50.5886214162535
"668",2019-01-05,0,62.716379253955,28.2666152086609
"669",2019-01-06,0,-12.1572699005993,-74.1532450651752
"670",2019-01-07,0,0,0
"671",2019-01-08,0,-14.7749234315786,-183.873048874696
"672",2019-01-09,0,-28.3013415894525,-185.573015502791
"673",2019-01-10,0,0,0
"674",2019-01-11,0,0,0
"675",2019-01-12,0,-16.8469134361648,28.5493564514534
"676",2019-01-13,0,-45.0763287752816,-31.1947811676362
"677",2019-01-14,0,-29.9569123637987,-60.474576205329
"678",2019-01-15,0,-2.72906902590546,-2.80773533824194
"679",2019-01-16,0,-1.49155409017108,9.98962330923067
"680",2019-01-17,0,-5.40864936351873,-15.8753329446816
"681",2019-01-18,0,-29.240331988334,-21.8955248772231
"682",2019-01-19,0,-24.7481350352968,-36.0521169592906
"683",2019-01-20,0,0,0
"684",2019-01-21,0,0,0
"685",2019-01-22,0,0,0
"686",2019-01-23,0,-56.282413025319,-160.415102539533
"687",2019-01-24,0,-174.995934814676,-824.166353756999
"688",2019-01-25,0,0,0
"689",2019-01-26,0,0,0
"690",2019-01-27,0,0,0
"691",2019-01-28,0,0,0
"692",2019-01-29,0,-15.4190854038276,16.4056540707213
"693",2019-01-30,0,0,0
"694",2019-01-31,0,0,0
"695",2019-02-01,0,0,0
"696",2019-02-02,0,0,0
"697",2019-02-03,0,0.373918780831278,5.4991311978911
"698",2019-02-04,0,-11.2052141494363,-23.4589697194722
"699",2019-02-05,0,0,0
"700",2019-02-06,0,-83.6949751647135,-151.805802544997
"701",2019-02-07,0,-34.9998165378597,138.043257691846
"702",2019-02-08,0,-29.4445591194837,-0.798908578014094
"703",2019-02-09,0,0,0
"704",2019-02-10,0,0,0.352475658900645
"705",2019-02-11,0,-12.068902117443,4.04382891353736
"706",2019-02-12,0,0,0
"707",2019-02-13,0,0,0
"708",2019-02-14,0,0,0
"709",2019-02-15,0,0,0
"710",2019-02-16,0,0,0
"711",2019-02-17,0,5.84083479232312,-142.929220047291
"712",2019-02-18,0,1.73772535635077,-301.345371197614
"713",2019-02-19,0,0,0
"714",2019-02-20,0,-41.2598029801949,337.911362498289
"715",2019-02-21,0,-18.6064766439316,170.333390890621
"716",2019-02-22,0,0,0
"717",2019-02-23,0,-9.50556316278707,123.254282919801
"718",2019-02-24,0,25.8684665506576,222.442264245635
"719",2019-02-25,0,0,0
"720",2019-02-26,0,0,0
"721",2019-02-27,0,0,0
"722",2019-02-28,0,-19.920852982692,-78.8618497792756
"723",2019-03-01,0,82.974603090952,124.061435252019
"724",2019-03-02,0,67.6228236452469,151.696657920548
"725",2019-03-03,0,13.0916859150407,25.0649989184616
"726",2019-03-04,0,0,0
"727",2019-03-05,0,0,0
"728",2019-03-06,0,0,0
"729",2019-03-07,0,0,0
"730",2019-03-08,0,0,17.6131773087679
"731",2019-03-09,0,0,-98.9781509280063
"732",2019-03-10,0,0,287.061386465939
"733",2019-03-11,0,0,0
"734",2019-03-12,0,0,0
"735",2019-03-13,0,0,-3.11692609402208
"736",2019-03-14,0,0,0
"737",2019-03-15,0,0,0
"738",2019-03-16,0,0,0
"739",2019-03-17,0,0,0
"740",2019-03-18,0,0,0
"741",2019-03-19,0,0,4.79888235121705
"742",2019-03-20,0,0,0
"743",2019-03-21,0,0,-32.6227381178086
"744",2019-03-22,0,0,-313.404841431223
"745",2019-03-23,0,0,0
"746",2019-03-24,0,0,0
"747",2019-03-25,0,0,-11.7658674093871
"748",2019-03-26,0,0,-226.147482258795
"749",2019-03-27,0,0,0
"750",2019-03-28,0,0,0
"751",2019-03-29,0,0,0
"752",2019-03-30,0,0,0
"753",2019-03-31,0,0,0
"754",2019-04-01,0,0,0
"755",2019-04-02,0,0,0
"756",2019-04-03,0,0,0
"757",2019-04-04,0,0,0
"758",2019-04-05,0,0,0
"759",2019-04-06,0,0,0
"760",2019-04-07,0,0,0
"761",2019-04-08,0,0,0
"762",2019-04-09,0,0,0
"763",2019-04-10,0,0,0
"764",2019-04-11,0,0,0
"765",2019-04-12,0,0,0
"766",2019-04-13,0,0,0
"767",2019-04-14,0,0,0
"768",2019-04-15,0,0,0
"769",2019-04-16,0,0,0
"770",2019-04-17,0,0,0
"771",2019-04-18,0,0,0
"772",2019-04-19,0,0,0
"773",2019-04-20,0,0,0
"774",2019-04-21,0,0,0
"775",2019-04-22,0,0,0
"776",2019-04-23,0,0,0
"777",2019-04-24,0,0,0
"778",2019-04-25,0,0,0
"779",2019-04-26,0,0,0
"780",2019-04-27,0,0,0
"781",2019-04-28,0,0,0
"782",2019-04-29,0,0,0
"783",2019-04-30,0,0,0
"784",2019-05-01,0,0,0
"785",2019-05-02,0,0,0
"786",2019-05-03,0,0,0
"787",2019-05-04,0,0,0
"788",2019-05-05,0,0,0
"789",2019-05-06,0,0,0
"790",2019-05-07,0,0,0
"791",2019-05-08,0,-8.57337277555902,1052.93413956381
"792",2019-05-09,0,0,0
"793",2019-05-10,0,0,0
"794",2019-05-11,0,0,0
"795",2019-05-12,0,0,0
"796",2019-05-13,0,0,0
"797",2019-05-14,0,0,0
"798",2019-05-15,0,0,0
"799",2019-05-16,0,0,0
"800",2019-05-17,0,0,0
"801",2019-05-18,0,0,0
"802",2019-05-19,0,0,0
"803",2019-05-20,0,0,0
"804",2019-05-21,0,0,0
"805",2019-05-22,0,0,0
"806",2019-05-23,0,0,0
"807",2019-05-24,0,0,0
"808",2019-05-25,0,0,0
"809",2019-05-26,0,0,0
"810",2019-05-27,0,0,0
"811",2019-05-28,0,0,0
"812",2019-05-29,0,0,0
"813",2019-05-30,0,0,0
"814",2019-05-31,0,0,0
"815",2019-06-01,0,0,0
"816",2019-06-02,0,0,0
"817",2019-06-03,0,0,0
"818",2019-06-04,0,0,0
"819",2019-06-05,0,0,0
"820",2019-06-06,0,0,0
"821",2019-06-07,0,0,0
"822",2019-06-08,0,0,0
"823",2019-06-09,0,0,0
"824",2019-06-10,0,0,0
"825",2019-06-11,0,10.8235898871406,-30.5851878473267
"826",2019-06-12,0,-60.6287490591028,2357.40479293847
"827",2019-06-13,0,0,0
"828",2019-06-14,0,0,0
"829",2019-06-15,0,0,0
"830",2019-06-16,0,0,0
"831",2019-06-17,0,54.2585697654557,1753.52016582603
"832",2019-06-18,0,0,0
"833",2019-06-19,0,4987.20414785477,1339.79856225816
"834",2019-06-20,0,2239.94710838347,586.267419734509
"835",2019-06-21,0,2405.03216317299,444.784746628106
"836",2019-06-22,0,5239.58614757191,2328.76735017303
"837",2019-06-23,0,5073.97198364679,3244.76026364903
"838",2019-06-24,0,3812.49644140671,1159.41569996733
"839",2019-06-25,0,6211.79548914518,210.493463890652
